404,2289,"A studio script screener gets on the bad side of a writer by not accepting his script. The writer is sending him threatening postcards. The screener tries to identify the writer in order to pay him off so he'll be left alone, and then in a case of mistaken identity gone awry, he accidentally gives the writer solid ammunition for blackmail. This plot is written on a backdrop of sleazy Hollywood deals and several subplots involving the politics of the industry.",comedy
405,2291,"In a castle high on top of a hill lives an inventor's greatest creation - Edward, a near-complete person. The creator died before he could finish Edward's hands; instead, he is left with metal scissors for hands. Since then, he has lived alone, until a kind lady called Peg discovers him and welcomes him into her home. At first, everyone welcomes him into the community, but soon things begin to take a change for the worse.",fantasy
406,2294,"In an anthill with millions of inhabitants, Z 4195 is a worker ant. Feeling insignificant in a conformity system, he accidentally meets beautiful Princess Bala, who has a similar problem on the other end of the social scale. In order to meet her again, Z switches sides with his soldier friend Weaver - only to become a hero in the course of events. By this he unwillingly crosses the sinister plans of ambitious General Mandible (Bala's fianc, by the way), who wants to divide the ant society into a superior, strong race (soldiers) and an inferior, to-be-eliminated race (the workers). But Z and Bala, both unaware of the dangerous situation, try to leave the oppressive system by heading for Insectopia, a place where food paves the streets.",animation
407,2302,"Two New Yorkers are accused of murder in rural Alabama while on their way back to college, and one of their cousins--an inexperienced, loudmouth lawyer not accustomed to Southern rules and manners--comes in to defend them.",comedy
408,2308,"After a fundraiser for a black politician is robbed, Detroit police put two detectives, one white and one black, on the case, who try to work together under boiling political pressure.",action
409,2311,"In this sequel to 2001: A Space Odyssey, a joint American- Soviet expedition is sent to Jupiter to discover what went wrong with the U.S.S. Discovery against a backdrop of growing global tensions. Among the mysteries the expedition must explain are the appearance of a huge black monolith in Jupiter's orbit and the fate of H.A.L., the Discovery's sentient computer. Based on a novel written by Arthur C. Clarke.",sci-fi
410,2321,"David, single, lonely and not happy with his life, flees reality by watching Pleasantville - a 1950's b&w soap opera, where everything is just that... pleasant. His sister Jennifer, sexually far more active than her brother, gets in a fight with him about a very strange remote control. The remote was given to them just seconds after the TV broke, by an equally strange repair man. They suddenly find themselves in Pleasantville, as Bud and Mary-Sue Parker, completely assimilated and therefore black and white, in clothes a little different and with new parents... pleasant ones. David wants to get out of the situation as well as his sister, but whereas he tries to blend in (effortlessly, with his knowledge), she does whatever she wants to do. One event leads to the other, and suddenly there is a red rose growing in Pleasantville. The more rules are broken, the more colorful life gets in Pleasantville, USA.",fantasy
411,2322,"In a futuristic society, some people are selected at birth to become soldiers, and trained in such a manner that they become inhuman killing machines. One of the most succesfull and older of these soldiers (Russell) is pitted against a new breed of soldiers, and after the confrontation is believed to be dead. His body is left behind in a semi-abandoned colonial planet, where everything is peaceful, and he is taught about the other aspects of life. But eventually he has to fight the new breed of soldiers again, this time to defend his new home...",sci-fi
412,2324,"In 1930s Italy, a carefree Jewish book keeper named Guido starts a fairy tale life by courting and marrying a lovely woman from a nearby city. Guido and his wife have a son and live happily together until the occupation of Italy by German forces. In an attempt to hold his family together and help his son survive the horrors of a Jewish Concentration Camp, Guido imagines that the Holocaust is a game and that the grand prize for winning is a tank.",comedy
413,2325,"Joe Young was a simple young man trying to spread the word of the Book of Mormon when he picked the wrong house to preach at! The owner, a porn director named Maxxx Orbison, tells his henchmen to kill the guy at the door who interrupted their scene, but Joe fights off the guards with great skill, which impresses Maxxx so much that he offers Joe the lead role in the movie he's making at the moment: Orgazmo, which is about a sex superhero who fights crime with his Orgazmorator, and ChodaBoy, his sidekick. Joe, against his beliefs, takes the job so that he can pay for the wedding he plans for himself and his fiance, whom he doesn't tell about his risqu new acting job. However, when the movie becomes an amazing hit just about everywhere and he finds out that Ben (ChodaBoy) has created a real Orgazmorator, Joe is in some serious hot water!",comedy
414,2335,"Bobby Boucher is the lowly waterboy for a college football team, until the coach discovers his amazing talent for tackling people much bigger than him. He signs the Waterboy as the new star player, but Bobby must keep it secret from his overbearing and domineering mother.",comedy
415,2346,"The Stepford Wives is about a small suburb where the women happily go about their housework - cleaning, doing laundry, and cooking gourmet meals - to please their husbands. Unfortunately, Bobbie and Joanna discover that the village's wives have been replaced with robots, and Joanna's husband wants in on the action.",sci-fi
416,2354,"Tommy, Chuckie, Phil, Lil and newborn baby Dil get lost in the forest.",animation
417,2355,"A misfit ant, looking for ""warriors"" to save his colony from greedy grasshoppers, recruits a group of bugs that turn out to be an inept circus troupe.",animation
418,2366,"Carl Denham needs to finish his movie and has the perfect location; Skull Island. But he still needs to find a leading lady. This 'soon-to-be-unfortunate' soul is Ann Darrow. No one knows what they will encounter on this island and why it is so mysterious, but once they reach it, they will soon find out. Living on this hidden island is a giant gorilla and this beast now has Ann in it's grasps. Carl and Ann's new love, Jack Driscoll must travel through the jungle looking for Kong and Ann, whilst avoiding all sorts of creatures and beasts.",action
419,2371,"Irwin ""Fletch"" Fletcher, Los Angeles journalist, really lives for his profession. As Jane Doe, he publishes articles that have caused several heads to roll in the past. Now, Fletch is at it again: In disguise as a bum, he lives at the beach, researching drugs and their dealing. One day, Fletch is addressed by Alan Stanwyk, a rich man, who asks him, the bum, a favour. For the sum of $50,000, Fletch should kill poor cancer-ridden Mr. Stanwyk with a gun, so that his wife will get the insurance money. What the guy didn't think of was Fletch's real profession. Returning into normal life, Fletch instantly takes up research not only to find out that Mr. Stanwyk is healthy as life itself but he also runs into certain connections between drug dealing at the beach, Alan Stanwyk, his private jet, the police and a very expensive piece of Land in Utah.",comedy
420,2373,A vengeful woman sets out to retrieve a magic orb from an evil queen whom she vows vengeance upon after the evil queen slain her family and her loyal warriors raped her.,fantasy
421,2375,"Walter Fielding and Anna Crowley have to start looking for a new house- but there's not much they can afford! This soon changes when they meet a lonely old con artist who sells them a beautiful mansion at a ridiculously low price. Only there's a catch. The second they move into the house it falls apart, starting with the stairway collapsing to the bathtub falling through the floor to eventually the chimney falling into the house! Finally, they have to renovate the house before the frame collapses but the renovations also prove to be a disaster.",comedy
422,2378,"A group of good-hearted but incompetent misfits enter the police academy, but the instructors there are not going to put up with their pranks.",comedy
423,2379,"Mahoney and friends have graduated from the Police Academy (1984) and are issued with their first assignments. As before, their cheerfulness and devotion to duty outweigh any shortcomings, but are they ready to do battle with a band graffiti daubing terrorists?",comedy
424,2380,The alumni of Commandant Lassard's Police Academy (1984) return to the school to train new recruits and prevent its closure.,comedy
425,2381,"A new batch of recruits arrives at Police Academy, this time a group of civilian volunteers who have joined Commandant Lassard's new Citizens on Patrol program. Although the community relations project has strong governmental support, a disgusted Captain Harris is determined to see it fail.",comedy
426,2382,"The old Commandant Lassard, leader of the Police Academy (1984), goes to Florida to receive an award. In the city arrives also the cynic Captain Harris who wants to take Lassard's job. Harris wants to place himself in a favourable light in front of the high military hierarchy but, at the airport, Lassard exchanges his bag with another one...",comedy
427,2383,"A string of business robberies have taken place in the city's Wilson Heights neighborhood, all done by the same three crooks. Captain Thaddeus Harris is no longer in the same precinct with a certain group of cops that he doesn't like. That's why Harris is so happy to be in the Wilson Heights precinct. But then The Mayor tells Harris that business in the city is plummeting because of the robberies. Since there appears to be a leak in Harris's precinct, the Governor has sent in a team to stop the Wilson Heights gang. Much to Harris's dismay, the team is led by Commandant Eric Lassard, so Harris knows who the team members are -- exactly the cops that he doesn't like. The team members are Nick Lassard, Moses Hightower, Eugene Tackleberry, Larvell Jones, Debbie Callahan, Laverne Hooks, and Douglas Fackler. The stakes are raised when Commandant Lassard is accused of being the mastermind behind the robberies, and the team must clear his name.",comedy
428,2384,"After Babe's great victory in the shepherding contest, Farmer Arthur Hoggett turns down all offers to make money with his pig's talents. But when he gets hurt severely in the well, his wife has to take up farming. She does her best but cannot meet the bank's requirements, which results in the necessity of getting back to Babe. Soon, Esme Hoggett is sitting in a plane headed for ""the"" city. There, Babe unwillingly causes deep trouble. He has to stay with Mrs. Hoggett in the only hotel in town that accepts pets. Friendly neighbours send officials who catch all animals from the hotel: Cats, dogs, chimpanzees and many others. Babe, who managed to stay free, decides to help his new friends and gets unexpected help - not only by Ferdinand, who flew all the way to the city.",animation
429,2393,"While on a mission to observe the peaceful Ba'ku race, Lt. Commander Data suddenly behaves as if having to fear for his existence. The immortal Ba'ku, whose planet offers regenerative radiation and therefore incredible lifespans, live in harmony with nature and reject advanced technology. Their planet and their culture is secretly researched by the Federation associated with an alien race called the Son'a. But the Son'a intend to abduct the Ba'ku in order to take the planet for themselves and for the Starfleet officials who all would like to regenerate their bodies. But they did not think of the loyalty of Captain Jean-Luc Picard and the crew of the Enterprise-E to the Prime Directive.",sci-fi
430,2394,"This is the extraordinary tale of two brothers named Moses and Ramses, one born of royal blood, and one an orphan with a secret past. Growing up the best of friends, they share a strong bond of free-spirited youth and good-natured rivalry. But the truth will ultimately set them at odds, as one becomes the ruler of the most powerful empire on earth, and the other the chosen leader of his people! Their final confrontation will forever change their lives and the world.",animation
431,2395,"Max Fischer is a precocious 15-year-old whose reason for living is his attendance at Rushmore, a private school where he's not doing well in any of his classes, but where he's the king of extracurricular activities - from being in the beekeeping society to writing and producing plays, there's very little after school he doesn't do. His life begins to change, however, when he finds out he's on academic probation, and when he stumbles into love with Miss Cross, a pretty teacher of the elementary school at Rushmore. Added to the mix is his friendship with Herman Blume, wealthy industrialist and father to boys who attend the school, and who also finds himself attracted to Miss Cross. Max's fate becomes inextricably tied to this odd love triangle, and how he sets about resolving it is the story in the film.",comedy
432,2396,"Will Shakespeare is a known but struggling poet, playwright and actor who not only has sold his next play to both Philip Henslow and Richard Burbidge but now faces a far more difficult problem: he is bereft of ideas and has yet to begin writing. He is in search of his muse, the woman who will inspire him but all attempts fail him until he meets the beautiful Viola de Lesseps. She loves the theatre and would like nothing more than to take to the stage but is forbidden from doing so as only men can be actors. She is also a great admirer of Shakespeare's works. Dressing as a man and going by the name of Thomas Kent, she auditions and is ideal for a part in his next play. Shakespeare soon sees through her disguise and they begin a love affair, one they know cannot end happily for them as he is already married and she has been promised to the dour Lord Wessex. As the company rehearses his new play, Will and Viola's love is transferred to the written page leading to the masterpiece that is Romeo and Juliet.",romance
433,2402,"John Rambo is removed from prison by his former superior, Colonel Samuel Troutman, for a top-secret operation to bring back POW's still held in Vietnam. Rambo's assignment is to only take pictures of where the POWs are being held, but Rambo wants to get the POWs out of Vietnam. Teamed up with female Vietnamese freedom fighter Co Bao, Rambo embarks on a mission to rescue the POWs, who are being held by sadistic Vietnamese Captain Vinh and his Russian comrade, Lieutenant Colonel Padovsky. Rambo starts killing every enemy in sight while still focusing on his intentions to rescue the POWs. There are also corrupt American officials involved in the mission, including Marshall Murdock, one of Rambo's superiors.",action
434,2403,"Former Green Beret John Rambo is pursued into the mountains surrounding a small town by a tyrannical sheriff and his deputies, forcing him to survive using his combat skills.",action
435,2404,"When his friend Colonel Trautman is captured by Soviets during a mission in Afghanistan, John Rambo sets out to rescue him while taking on the brutal tyrant and his army who rule that region.",action
436,2405,"This is the sequel to ""Romancing the Stone"" where Jack and Joan have their yacht and easy life, but are gradually getting bored with each other and this way of life. Joan accepts an invitation to go to some middle eastern country as a guest of the sheik, but there she is abducted and finds her- self involved with the ""jewel"". Jack decides to rescue her with his new partner Ralph. They all go from one adventure to another... What is the story of this ""jewel""?",action
437,2406,"A romance writer sets off to Colombia to ransom her kidnapped sister, and soon finds herself in the middle of a dangerous adventure.",action
438,2411,"After iron man Drago, a highly intimidating 6-foot-5, 261-pound Soviet athlete, kills Apollo Creed in an exhibition match, Rocky comes to the heart of Russia for 15 pile-driving boxing rounds of revenge.",action
439,2412,"Rocky Balboa is forced to retire after having permanent damage inflicted on him in the ring by the Russian boxer Ivan Drago. Returning home after the Drago bout, Balboa discovers that the fortune that he had acquired as heavyweight champ has been stolen and lost on the stockmarket by his accountant. His boxing days over, Rocky begins to coach an up-and-coming fighter named Tommy Gunn. Rocky cannot compete, however, with the high salaraies and glittering prizes being offered to Gunn by other managers in town.",action
440,2420,"Daniel and his mother move from New Jersey to California. She has a wonderful new job, but Daniel quickly discovers that a dark haired Italian boy with a Jersey accent doesn't fit into the blond surfer crowd. Daniel manages to talk his way out of some fights, but he is finally cornered by several who belong to the same karate school. As Daniel is passing out from the beating he sees Miyagi, the elderly gardener leaps into the fray and save him by outfighting half a dozen teenagers. Miyagi and Daniel soon find out the real motivator behind the boys' violent attitude in the form of their karate teacher. Miyagi promises to teach Daniel karate and arranges a fight at the all-valley tournament some months off. When his training begins, Daniel doesn't understand what he is being shown. Miyagi seems more interested in having Daniel paint fences and wax cars than teaching him Karate.",comedy
441,2423,"It's Christmas time and the Griswolds are preparing for a family seasonal celebration, but things never run smoothly for Clark, his wife Ellen and their two kids. Clark's continual bad luck is worsened by his obnoxious family guests, but he manages to keep going knowing that his Christmas bonus is due soon.",comedy
442,2424,The owner of a large bookstore chain starts putting the owner of a small local bookstore out of business. Meanwhile they have been corresponding over the internet without knowing who either of them are. They can't stand each other in person but over the internet they are very attracted. He finds out who she is but she doesn't know. He starts to like her more but she still hates him. He has to fix it.,romance
443,2428,"A horror tale set in a High School where the students suspect the teaching staff of being aliens, who are intent on making the students their victims.",sci-fi
444,2431,"Patch Adams is determined to become a medical doctor because he enjoys helping people. Unfortunately, the medical and scientific community does not appreciate his methods of healing the sick, while the actual patients, medical professors, and hospital nurses all appreciate the work *he* can do, because they are unable to do it.",comedy
445,2445,"A driven Manhattan architect, Amy, relaxes at a resort and falls for the masseur, Virgil, blind since age 3 and assisted by his spinster sister. He helps Amy hear and sense the world, giving her new spirit and a burst of creativity. Over the sister's objections, Amy takes Virgil to New York for new, radical surgery. He regains his sight. He's disoriented and must learn to process these new images. Finding his place in a seeing world strains his relation with Amy; his absent father wants to connect with him now that he can see; then, retinal disease threatens to undo the surgery. Can love survive, will he find his new place and his old tranquillity, can Amy accommodate limits?",romance
446,2450,A sarcastic humanoid duck is pulled from his homeworld to Earth where he must stop an alien invader.,sci-fi
447,2454,"After her husband Andre Delambre is crushed to death in a mechanical press, his wife recounts to his brother Francois Delambre and police Inspector Charas the events of the previous few months. They were very much in love and with their little boy, a very happy family. Andre was experimenting with teleportation - transporting objects from one point to another by breaking the object down to the atomic level and then reassembling it in a receiver a distance away. The system had some glitches - it seemed to work with inanimate object but his cat disappeared when he tried teleporting it. He thinks he's solved all of the problems with his invention and decides to try and teleport himself. When a fly enters the teleportation device with him, disaster strikes.",sci-fi
448,2455,"Seth Brundle, a brilliant but eccentric scientist attempts to woo investigative journalist Veronica Quaife by offering her a scoop on his latest research in the field of matter transportation, which against all the expectations of the scientific establishment have proved successful. Up to a point. Brundle thinks he has ironed out the last problem when he successfully transports a living creature, but when he attempts to teleport himself a fly enters one of the transmission booths, and Brundle finds he is a changed man. This Science-Gone-Mad film is the source of the quotable quote ""Be afraid. Be very afraid.""",sci-fi
449,2463,"Sam Stone (Danny DeVito) is a clothing manufacturer, who married his wife Barbara (Bette Midler), for the money that she was supposed to inherit from her dying father, but her father didn't die for another fifteen years. He is now planning to kill her and he tells his girlfriend Carol (Anita Morris) what he is going to do. He then on his way home to do just that but when he gets there, she's not there. He then receives a call from someone claiming to have kidnapped Barbara and threatening to kill her if he informs the police, which he does hoping that they do. What Stone doesn't know is that the kidnappers, Ken (Judge Reinhold) and Sandy (Helen Slater) are a couple whose idea for a garment he stole and made fortune off, are not that lethal, as a matter of fact Barbara's more lethal. And what Stone doesn't know is that Carol, has another boyfriend (Bill Pullman) and they plan to blackmail Sam, by videotaping him disposing of Barbara's body. When her boyfriend, Earl goes there to do that, the person who goes there was not Sam but a guy with a hooker, and the guy instructs the hooker to scream her head off, Earl mistakenly believes that Barbara's not dead and that Sam was killing her there, and was so freaked out that he didn't bother to see if it was Sam. And Carol tries to put her plan in operation by sending Sam a copy of the tape, Sam thinks that it's for something kinky that Carol wants and when Sam tells her that he is going to do what was done on the tape to her, she assumes that he is going to kill her. So she sends another copy of the tape to the Chief of Police (William G. Schilling), and tells him that she wants him to arrest Sam for murdering Barbara, and the Chief is happy to oblige cause he is the guy who is on the tape. The Chief manages to find the instruments that Sam was going to use to kill Barbara and arrests him. Sam now has to get Barbara, alive, so that he can prove that he didn't kill her. And Barbara starts to bond with Sandy.",comedy
450,2478,"Three actors accept an invitation to a Mexican village to perform their onscreen bandit fighter roles, unaware that it is the real thing.",comedy
451,2485,A high school jock makes a bet that he can turn an unattractive girl into the school's prom queen.,romance
452,2490,Porter is shot by his wife and best friend and is left to die. When he survives he plots revenge.,action
453,2495,"Slaves and masters dominate the narrative of the faraway world of Ygam. Set around the lifespan of Ter, a minute human shaped Om slave, and pet, of the giant blue alien Draags. Escaping into the wilderness and with a device used for intellectual advancement of the Draags, Ter finds refuge and support from fellow Om's and using the learning tool, he finds that knowledge is power and then sets to use the new found knowledge to revolt against the Draag masters...",sci-fi
454,2497,"A woman finds a romantic letter in a bottle washed ashore and tracks down the author, a widowed shipbuilder whose wife died tragically early. As a deep and mutual attraction blossoms, the man struggles to make peace with his past so that he can move on and find happiness.",romance
455,2502,Three company workers who hate their jobs decide to rebel against their greedy boss.,comedy
456,2507,A portrait of a fictional town in the mid west that is home to a group of idiosyncratic and slightly neurotic characters. Dwayne Hoover is a wealthy car dealer-ship owner that's on the ...,comedy
457,2527,"A robot malfunction creates havoc and terror for unsuspecting vacationers at a futuristic, adult-themed amusement park.",sci-fi
458,2528,"It's 2274 and on the surface, it all seems to be an idyllic society. Living in a city within an enclosed dome, there is little or no work for humans to perform and inhabitants are free to pursue all of the pleasures of life. There is one catch however: your life is limited and when you reach 30, it is terminated in a quasi-religious ceremony known as Carousel. Some, known as runners, do try to escape their fate when the time comes and it's the job of Sandmen to track them down and kill them. Logan is such a man and with several years before his own termination date, thinks nothing of the job he does. Soon after meeting a young woman, Jessica-6, he is ordered to become a runner himself and infiltrate a community outside the dome known as Sanctuary and to destroy it. Pursued by his friend Francis, also a Sandman, Logan and Jessica find their way to the outside. There they discover a beautiful, virtually uninhabited world. Logan realizes that he must return to the dome to tell them what he's found and be set free.",sci-fi
459,2530,"Brent is an American astronaut, part of a team sent to locate missing fellow American astronaut, George Taylor. Following Taylor's known flight trajectory, the search and rescue team crash lands on an unknown planet much like Earth in the year 3955, with Brent being the only survivor of the team. What Brent initially does not know, much like Taylor didn't initially know when he landed here before Brent, is that he has landed back on Earth in the future, in the vicinity of what was New York City. Brent finds evidence that Taylor has been on the planet. In Brent's search for Taylor, he finds that the planet is run by a barbaric race of English speaking apes, whose mission is in part to annihilate the human race. Brent eventually locates some of those humans, who communicate telepathically and who live underground to prevent detection by the apes. These humans, who are in their own way as barbaric as the apes, want in turn to protect their species. Brent has to figure out a way to save himself under the circumstances, which may be more difficult to accomplish in the battle between the dominant species on this planet.",sci-fi
460,2532,Cornelius and Zira's son Caesar leads apes to revolution in this installment of the apes saga. Dogs and cats have been wiped out by a plague and now apes are household pets that are treated like slaves. Caesar has the intelligence to fight this oppression.,sci-fi
461,2539,"Ben Sobol, Psychiatrist, has a few problems: His son spies on his patients when they open up their heart, his parents don't want to attend his upcoming wedding and his patients' problems don't challenge him at all. Paul Vitti, Godfather, has a few problems as well: Sudden anxiety attacks in public, a certain disability to kill people and his best part ceasing service when needed. One day, Ben unfortunately crashes into one of Vitti's cars. The exchange of Ben's business card is followed by a business visit of Don Paul Vitti himself, who wants to be free of inner conflict within two weeks, before all the Mafia Dons meet. Now, Ben Sobol feels somewhat challenged, as his wedding is soon, his only patient keeps him busy by regarding Ben's duty as a 24 hour standby and the feds keep forcing him to spy on Paul Vitti. And how do you treat a patient who usually solves problems with a gun?",comedy
462,2542,"Four Jack-the-lads find themselves heavily - seriously heavily - in debt to an East End hard man and his enforcers after a crooked card game. Overhearing their neighbours in the next flat plotting to hold up a group of out-of-their-depth drug growers, our heros decide to stitch up the robbers in turn. In a way the confusion really starts when a pair of antique double-barrelled shotguns go missing in a completely different scam.",comedy
463,2549,"In the mid-27th century, the Terran Confederation is at war with the felinoid Kilrathi Empire. After destroying a Terran base, the Kilrathi have seized a NAVCOM unit with the hyperspace jump coordinates to Earth. With Terran reinforcements scheduled to arrive two hours after the Kilrathi hit Earth, it falls upon the starfighter carrier TCS Tiger Claw to keep the Kilrathi busy.",sci-fi
464,2559,"Traveling to the exotic kingdom of Siam, English schoolteacher Anna Leonowens soon discovers that her most difficult challenge is the stubborn, imperious King himself.",animation
465,2571,A computer hacker learns from mysterious rebels about the true nature of his reality and his role in the war against its controllers.,sci-fi
466,2572,"A new kid must find a guy to date the meanest girl in school, the older sister of the girl he has a crush on, who cannot date until her older sister does.",comedy
467,2580,"Told from three perspectives, a story of a bunch of young Californians trying to get some cash, do and deal some drugs, score money and sex in Las Vegas, and generally experience the rush of life.",comedy
468,2581,"Chicago Sun Times copy editor Josie Gellar (25), who was desperate to graduate from perfectionist copy editor to reporter, gets her chance when the goody owner orders the editor to cover the high-school scene by undercover. Josie, who was a frustrated, ridiculed nerd, gets a popular make-over from her drop-out, naturally funny brother Rob Geller. Both siblings find love and joys of youth again. But in Josie's case, it's sensitive bachelor teacher Sam Coulson, who enjoys sophisticated conversation. As the publication deadline approaches, the price of blowing their cover seems ever more daunting, yet inevitable unless she sacrifices her career.",romance
469,2587,"In the mid-1990s, two inmates bury the burned bodies of two lifers at Mississippi's infamous Parchman Farm; a third old-timer relates their story. They'd served 65 years for a murder they didn't commit, framed by a local sheriff while buying moonshine whiskey for a Manhattan club owner to whom they owed money. In flashbacks we see this odd couple thrown together (Ray is a fast-talking con man, and Claude is a serious man about to start work as a bank teller), the loss of Ray's watch (sterling silver, from his daddy), the murder and trial, the hardships of Parchman, and the love-hate relationship of Claude and Ray as they spend 65 years bickering and looking for a way to escape.",comedy
470,2600,"Allegra Geller, the leading game designer in the world, is testing her new virtual reality game, eXistenZ with a focus group. As they begin, she is attacked by a fanatic assassin employing a bizarre organic gun. She flees with a young marketing trainee, Ted Pikul, who is suddenly assigned as her bodyguard. Unfortunately, her pod, an organic gaming device that contains the only copy of the eXistenZ game program, is damaged. To inspect it, she talks Ted into accepting a gameport in his own body so he can play the game with her. The events leading up to this, and the resulting game lead the pair on a strange adventure where reality and their actions are impossible to determine from either their own or the game's perspective.",sci-fi
471,2613,"A comet wipes out most of life on Earth, leaving two Valley Girls to fight the evil types who survive.",sci-fi
472,2617,An American serving in the French Foreign Legion on an archaeological dig at the ancient city of Hamunaptra accidentally awakens a mummy.,action
473,2618,"A Melbourne family is very happy living where they do, near the Melbourne airport (according to Jane Kennedy, it's ""practically their back yard""). However, they are forced to leave their beloved home, by the Government and airport authorities. 'The Castle' is the story of how they fight to remain in their house, taking their case as far as the High Court.",comedy
474,2628,"The evil Trade Federation, led by Nute Gunray is planning to take over the peaceful world of Naboo. Jedi Knights Qui-Gon Jinn and Obi-Wan Kenobi are sent to confront the leaders. But not everything goes to plan. The two Jedi escape, and along with their new Gungan friend, Jar Jar Binks head to Naboo to warn Queen Amidala, but droids have already started to capture Naboo and the Queen is not safe there. Eventually, they land on Tatooine, where they become friends with a young boy known as Anakin Skywalker. Qui-Gon is curious about the boy, and sees a bright future for him. The group must now find a way of getting to Coruscant and to finally solve this trade dispute, but there is someone else hiding in the shadows. Are the Sith really extinct? Is the Queen really who she says she is? And what's so special about this young boy?",sci-fi
475,2640,"Unable to convince the ruling council of Krypton that their world will destroy itself soon, scientist Jor-El takes drastic measures to preserve the Kryptonian race: He sends his infant son Kal-El to Earth. There, gaining great powers under Earth's yellow sun, he will become a champion of truth and justice. Raised by the Kents, an elderly farm couple, Clark Kent learns that his abilities must be used for good. The adult Clark travels to Metropolis, where he becomes a mild-mannered reporter for the Daily Planet...and a caped wonder whose amazing feats stun the city: Superman! Meanwhile, Lex Luthor, the world's greatest criminal mind, is plotting the greatest real estate swindle of all time. Can't even the Man of Steel stop this nefarious scheme?",sci-fi
476,2641,"Picking up where ""Superman: The Movie"" left off, three criminals, General Zod (Terence Stamp), Ursa, (Sarah Douglas), and Non (Jack O'Halloran) from the planet Krypton are released from the Phantom Zone by a nuclear explosion in space. They descend upon Earth where they could finally rule. Superman, meanwhile, is in love with Lois Lane (Margot Kidder), who finds out who he really is. Lex Luthor (Gene Hackman) escapes from prison and is determined to destroy Superman by joining forces with the three criminals.",sci-fi
477,2660,"Scientists at an Arctic research station discover a spacecraft buried in the ice. Upon closer examination, they discover the frozen pilot. All hell breaks loose when they take him back to their station and he is accidentally thawed out!",sci-fi
